Year of Manufacture,Car Make,Car Full Title,Cash Price (USD),Exterior,Interior,Mileage,Fuel Type,MPG,Transmission,Drivetrain,Engine,Location,Listed Since,VIN,Stock Number,Features,Financing Support,Price Category,City MPG,Highway MPG,Price Segment,Top Exterior Color,State,Top State,Listed Days,Cluster,Expected_Days_To_Sell,Probability_Sold_30Days,Total_Expected_Days
2012,Jeep,2012 Jeep Wrangler Unlimited Sahara 4Wd,11991,Black,Black/Dark Saddle Interior,149586,Gas,16 city / 21 highway,Automatic Transmission,4Wd,3.6L V-6 Gas V,"Houston, Tx",2 days ago,1C4BJWEG8CL205342,R205342,"3.6L Smpi 24V VVT V6 Engine; 5 Speed Automatic Transmission; 24G Customer Preferred Order Selection PKG; 3.21 Axle Ratio; 18"" X 7.5"" Satin Silver Painted Aluminum Wheels; P255/70R18 On/Off Road Owl Tires; Black/Dark Saddle Interior, Cloth Seat Trim; Body Color 3 Piece Hardtop; Uconnect 430N; See less; Wheel Type; Premium Audio; Navigation; GPS Navigation; Quick Order Package 24G; Body Color 3-Piece Hard Top; 40GB Hard Drive w/28GB Available; 7 Speakers; See all features",No,Affordable (5K-15K),16.0,21.0,Affordable,Black,texas,texas,2.0,3,41.608925611924406,0.3848990277815197,43.608925611924406
2022,Nissan,2022 Nissan Kicks S,12999,Fresh Powder,Charcoal,26507,Gas,31 city / 36 highway,Automatic Transmission,Fwd,1.6L Inline-4 Gas Inline,"Dallas, Tx",8 days ago,3N1CP5BV6NL503057,503057,Wheel Type; Navigation; Apple CarPlay; Android Auto; Blind Spot System; Lane Keep Assist; Backup Camera; Parking Sensors; Bluetooth; See less; [r92] Rear Spoiler; [b92] Splash Guards Grain (4 Piece); [s92] Exterior Ground Lighting; [h92] Rockford Fosgate Audio; [l92] Carpeted Floor Mats W/cargo Mat; See all features,Yes,Affordable (5K-15K),31.0,36.0,Affordable,Other,texas,texas,8.0,7,22.66811820948437,0.5672887074926155,30.66811820948437
2017,Jeep,2017 Jeep Wrangler Sport,14950,Billet Silver Metallic Clearcoat,Black,91346,Gas,17 city / 21 highway,Automatic Transmission,4Wd,3.6L V-6 Gas V,"Albuquerque, Nm",32 days ago,1C4GJWAG7HL595031,M11645,"Engine: 3.6L V6 24V VVT; Transmission: 5 Speed Automatic (W5a580); Quick Order Package 24S; 3.21 Rear Axle Ratio; 17"" X 7.5"" Aluminum Wheels; Tires: P255/75R17 Owl On/Off Road; Black, Cloth Seats with Adjustable Head Restraints; Power Convenience Group; Tubular Side Steps; Supplemental Front Seat Side Air Bags; Air Conditioning; See less; Wheel Type; Quick Order Package 24S; 3.21 Rear Axle Ratio; 16'' x 7.0'' Luxury Styled Steel Wheels; 17'' x 7.5'' Aluminum Wheels; Cloth Seats w/Adjustable Head Restraints; See all features",Yes,Affordable (5K-15K),17.0,21.0,Affordable,Other,new mexico,Unmatched,32.0,1,27.76153928766194,0.4201444259301539,59.76153928766194
2020,Jeep,2020 Jeep Wrangler Sport,15183,Black Clearcoat,Black,106790,Gas,17 city / 25 highway,Automatic Transmission,4Wd,3.6L V-6 Gas V,"Vero Beach, Fl",125 days ago,1C4GJXAG4LW234563,C240540A,"Transmission: 8 Speed Automatic (850re); Black, Cloth Low Back Bucket Seats; Anti Spin Differential Rear Axle; Wheel Type; Backup Camera; Bluetooth; Quick Order Package 24B; Trailer Tow & HD Electrical Group; 1-Year SiriusXM Radio Service; 8 Speakers; AM/FM radio; Radio data system; Radio: Uconnect 3 w/5'' Display; SiriusXM Satellite Radio; Air Conditioning; Power steering; Steering wheel mounted audio controls; Normal Duty Suspension; Traction control; 4-Wheel Disc Brakes; ABS brakes; Dual front impact airbags; Dual front side impact airbags; Front anti-roll bar; Integrated roll-over protection; Low tire pressure warning; Occupant sensing airbag; Rear anti-roll bar; Brake assist; Electronic Stability Control; ParkView Rear Back-Up Camera; Delay-off headlights; Front fog lights; Speed control; Anti-Spin Differential Rear Axle; Aux Battery; Stop-Start Dual Battery System; Non-Lock Fuel Cap w/o Discriminator; 110 mph Vehicle Max Speed Calibration; Compass; Driver door bin; Driver vanity mirror; Front reading lights; MOPAR All-Weather Floor Mats; MOPAR All-Weather Floor Mats (DISC); Outside temperature display; Passenger vanity mirror; Rear reading lights; Tachometer; Telescoping steering wheel; Tilt steering wheel; Trip computer; Cloth Low-Back Bucket Seats; Front Bucket Seats; Front Center Armrest w/Storage; Passenger door bin; Class II Receiver Hitch; Wheels: 17'' x 7.5'' Black Steel Styled; Variably intermittent wipers; 3.45 Rear Axle Ratio; See less",Yes,Mid-range (15K-30K),17.0,25.0,Mid-range,Other,florida,florida,125.0,1,21.0,0.4165437217552643,146.0
2017,Jeep,2017 Jeep Wrangler Unlimited Sport,14995,Firecracker Red Clearcoat,Black,101764,Gas,16 city / 21 highway,Automatic Transmission,4Wd,3.6L V-6 Gas V,"Fontana, Ca",118 days ago,1C4HJWDG1HL564096,HL564096,"Engine: 3.6L V6 24V VVT; Transmission: 5 Speed Automatic (W5a580); Quick Order Package 24S; 3.21 Rear Axle Ratio; 17"" X 7.5"" Aluminum Wheels; Tires: P255/75R17 Owl On/Off Road; Black, Cloth Seats with Adjustable Head Restraints; Tubular Side Steps; Supplemental Front Seat Side Air Bags; See less; Wheel Type; Antenna type - mast; Auxiliary audio input - jack; In-Dash CD - single disc; Radio - AM/FM; Radio data system; See all features",Yes,Affordable (5K-15K),16.0,21.0,Affordable,Other,california,california,118.0,1,15.75,0.5498694754339066,133.75
2017,Jeep,2017 Jeep Wrangler Unlimited Sport,16890,Bright White Clearcoat,Black,98657,Gas,16 city / 21 highway,Automatic Transmission,4Wd,3.6L V-6 Gas V,"Frisco, Tx",15 days ago,1C4HJWDG2HL536081,MHF251288A,"Engine: 3.6L V6 24V VVT; Transmission: 5 Speed Automatic (W5a580); Quick Order Package 24S; 3.21 Rear Axle Ratio; 17"" X 7.5"" Aluminum Wheels; Tires: P255/75R17 Owl On/Off Road; Black, Cloth Seats with Adjustable Head Restraints; Connectivity Group; Anti Spin Differential Rear Axle; Black 3 Piece Hard Top; Radio: 430; Sirius Satellite Radio; Supplemental Front Seat Side Air Bags; See less; Wheel Type; Bluetooth; Connectivity Group; Quick Order Package 24S; 1-Yr SiriusXM Radio Service; 8 Speakers; AM/FM radio; See all features",Yes,Mid-range (15K-30K),16.0,21.0,Mid-range,Other,texas,texas,15.0,1,46.63929177846288,0.3406311988900778,61.63929177846288
2014,Jeep,2014 Jeep Wrangler Unlimited Sahara,14000,Black Clearcoat,Black,108564,Gas,16 city / 21 highway,Automatic Transmission,4Wd,3.6L V-6 Gas V,"Fort Myers, Fl",219 days ago,1C4HJWEG0EL151550,F6682,"Engine: 3.6L V6 24V VVT; Transmission: 5 Speed Automatic (W5a580); Quick Order Package 24G; 3.73 Rear Axle Ratio; 18"" X 7.5"" Polished Satin Carbon Wheels; Black, Cloth Bucket Seats; Mopar Premium Chrome Group; Connectivity Group; Mopar Chrome Edition Group; Anti Spin Differential Rear Axle; Premium Black Sunrider Soft Top; Radio: Uconnect 430N CD/DVD/MP3/HDD/Nav; Heated Front Seats; Supplemental Front Seat Side Air Bags; Air Conditioning with Auto Temp Control; Mopar Premium Sound & Leather; See less; Wheel Type; Premium Audio; Navigation; Seat Material; Front Heated Seats; 3.73 Rear Axle Ratio; 50 State Emissions; Air Conditioning W/Auto Temp Control; Anti-Spin Differential Rear Axle; Black Clearcoat; See all features",No,Affordable (5K-15K),16.0,21.0,Affordable,Other,florida,florida,219.0,3,24.75,0.48124156610941,243.75
2018,Jeep,2018 Jeep Wrangler Unlimited Altitude (Jk),15950,Firecracker Red Clearcoat,Black,123930,Gas,16 city / 21 highway,Automatic Transmission,4Wd,3.6L V-6 Gas V,"Santa Ana, Ca",19 days ago,1C4HJWEGXJL889561,5593,"Engine: 3.6L V6 24V VVT; Transmission: 5 Speed Automatic (W5a580); Quick Order Package 24L Altitude; 3.73 Rear Axle Ratio; Black, Leather Trimmed Seats; Connectivity Group; Max Tow Package; Anti Spin Differential Rear Axle; Body Color 3 Piece Hard Top; Radio: 430 Nav; Alpine 9 Speaker with All Weather Subwoofer; Supplemental Front Seat Side Air Bags; Remote Start System; Air Conditioning with Auto Temp Control; Freedom Top Hard Top Headliner; See less; Wheel Type; Premium Audio; Navigation; Apple CarPlay; Android Auto; See all features",No,Mid-range (15K-30K),16.0,21.0,Mid-range,Other,california,california,19.0,3,61.39466472062725,0.2816311042155303,80.39466472062725
2016,Jeep,2016 Jeep Wrangler Unlimited Rubicon,15988,Black Clearcoat,Black,133901,Gas,16 city / 21 highway,Automatic Transmission,4Wd,3.6L V-6 Gas V,"Englewood, Co",104 days ago,1C4HJWFG3GL269058,S64473,"Engine: 3.6L V6 24V VVT; Transmission: 5 Speed Automatic (W5a580); Quick Order Package 24R; 3.73 Rear Axle Ratio; Black, Leather Trimmed Bucket Seats; Connectivity Group; Smoker'S Group; Dual Top Group; Max Tow Package; Premium Black Sunrider Soft Top; Body Color 3 Piece Hard Top; Body Color Fender Flares; Jeep Trail Rated Kit; Radio: 430N; Heated Front Seats; Supplemental Front Seat Side Air Bags; Air Conditioning with Auto Temp Control; See less; Wheel Type; Navigation; Seat Material; Front Heated Seats; Bluetooth; Tow Hitch",No,Mid-range (15K-30K),16.0,21.0,Mid-range,Other,colorado,Unmatched,104.0,3,24.75,0.3972816078843046,128.75
2021,Jeep,2021 Jeep Wrangler Unlimited Sport S,21488,Black Clearcoat,Black,40930,Gas,17 city / 23 highway,Automatic Transmission,4Wd,3.6L V-6 Gas V,"Valley Stream, Ny",53 days ago,1C4HJXDG3MW520664,M16635,"Engine: 3.6L V6 24V VVT Etorque Upg I; Transmission: 8 Speed Automatic (850re); Quick Order Package 25S Sport S; 3.45 Rear Axle Ratio; 17"" X 7.5"" Tech Silver Aluminum Wheels; Black, Cloth Low Back Bucket Seats; GVWR: 5,460 LBS; Cold Weather Group; Convenience Group; Safety Group; Technology Group; Black 3 Piece Hard Top; Side Steps; Mopar Solid Sunbonnet Top; SiriusXM Satellite Radio; See less; Wheel Type; Apple CarPlay; Android Auto; Front Heated Seats; Climate Control; See all features; Cold Weather Group; Convenience Group; Quick Order Package 25S Sport S; Safety Group; Technology Group; See all features",Yes,Mid-range (15K-30K),17.0,23.0,Mid-range,Other,new york,new york,53.0,1,23.249349496396345,0.3995710117478039,76.24934949639635
2020,Jeep,2020 Jeep Wrangler Unlimited Sport S,18988,Bikini Pearlcoat,Black,53545,Gas,17 city / 23 highway,Automatic Transmission,4Wd,3.6L V-6 Gas V,"Hempstead, Ny",13 days ago,1C4HJXDG5LW196535,G16750,"Engine: 3.6L V6 24V VVT Upg I with Ess; Transmission: 8 Speed Automatic (850re); Quick Order Package 24S Sport S; 3.45 Rear Axle Ratio; 17"" X 7.5"" Tech Silver Aluminum Wheels; Tires: 245/75R17 All Season; Black, Cloth Low Back Bucket Seats; Cold Weather Group; Convenience Group; Technology Group; Black 3 Piece Hard Top; Side Steps; Jeep Trail Rated Kit; Radio: Uconnect 4 with 7"" Display; SiriusXM Satellite Radio; Mopar Hardtop Headliner; Mopar All Weather Floor Mats; Google Android Auto; See less; Wheel Type; Front Heated Seats; Climate Control; Backup Camera; Bluetooth",Yes,Mid-range (15K-30K),17.0,23.0,Mid-range,Other,new york,new york,13.0,1,43.10901440809095,0.3486077682255075,56.10901440809095
2018,Jeep,2018 Jeep Wrangler Unlimited Sport S (Jl),15999,Ocean Blue Metallic Clearcoat,Black,116897,Gas,17 city / 23 highway,Automatic Transmission,4Wd,3.6L V-6 Gas V,"Riverside, Ca",33 days ago,1C4HJXDG9JW279687,279687,"Engine: 3.6L V6 24V VVT Upg I with Ess; Transmission: 8 Speed Automatic (850re); Quick Order Package 24S Sport S; 17"" X 7.5"" Tech Silver Aluminum Wheels; Tires: 245/75R17 All Season (TQK); Black, Cloth Low Back Bucket Seats; GVWR: 5,300 LBS; Convenience Group; Technology Group; Cold Weather Group; 21.5 Gallon Fuel Tank; Black 3 Piece Hard Top; Radio: Uconnect 4 with 7"" Display; SiriusXM Satellite Radio; See less; Wheel Type; Apple CarPlay; Android Auto; Front Heated Seats; Climate Control; See all features; Rollover Mitigation; Alloy Wheels; Tilt & Telescoping Wheel; Alarm System; V6 3.6 Liter; See all features",Yes,Mid-range (15K-30K),17.0,23.0,Mid-range,Other,california,california,33.0,1,34.28995494888798,0.3826376474409508,67.28995494888798
2021,Jeep,2021 Jeep Wrangler Unlimited Sport S,19988,Sarge Green Clearcoat,Black,66138,Gas,17 city / 23 highway,Automatic Transmission,4Wd,3.6L V-6 Gas V,"Hempstead, Ny",13 days ago,1C4HJXDG9MW758518,G16612,"Engine: 3.6L V6 24V VVT Etorque Upg I; Transmission: 8 Speed Automatic (850re); Quick Order Package 25S Sport S; 3.45 Rear Axle Ratio; 17"" X 7.5"" Tech Silver Aluminum Wheels; Tires: 245/75R17 All Season; Black, Cloth Low Back Bucket Seats; GVWR: 5,460 LBS; Convenience Group; Safety Group; Technology Group; Black 3 Piece Hard Top; Jeep Trail Rated Kit; Radio: Uconnect 4 with 7"" Display; SiriusXM Satellite Radio; Mopar All Weather Floor Mats; See less; Wheel Type; Apple CarPlay; Android Auto; Climate Control; Blind Spot System; See all features",Yes,Mid-range (15K-30K),17.0,23.0,Mid-range,Other,new york,new york,13.0,1,42.97242536163317,0.3499088830356933,55.97242536163317
2018,Jeep,2018 Jeep Wrangler Unlimited Sport S (Jl),16652,Black Clearcoat,Black,111497,Gas,17 city / 23 highway,Automatic Transmission,4Wd,2.0L V-4 Gas V,"Fort Myers, Fl",54 days ago,1C4HJXDN2JW286950,CT403,"Engine: 2.0L I4 Dohc Di Turbo Etorque; Transmission: 8 Speed Automatic (850re); Quick Order Package 28S Sport S; 17"" X 7.5"" Tech Silver Aluminum Wheels; Tires: 245/75R17 All Season (TQK); Black, Cloth Low Back Bucket Seats; GVWR: 5,400 LBS; Convenience Group; Technology Group; Trailer Tow & HD Electrical Group; 21.5 Gallon Fuel Tank; Black 3 Piece Hard Top; Radio: Uconnect 4 with 7"" Display; SiriusXM Satellite Radio; See less; Wheel Type; Apple CarPlay; Android Auto; Climate Control; Backup Camera; See all features; 4 Cylinder Engine; ABS; 4-Wheel Disc Brakes; A/C; Adjustable Steering Wheel; See all features",Yes,Mid-range (15K-30K),17.0,23.0,Mid-range,Other,florida,florida,54.0,1,37.79383194352726,0.3339007685258867,91.79383194352728
2021,Jeep,2021 Jeep Wrangler Unlimited Sport S,18500,Black Clearcoat,Black,108014,Gas,17 city / 23 highway,Automatic Transmission,4Wd,2.0L V-4 Gas V,"Newtown, Pa",106 days ago,1C4HJXDN5MW644532,N400061,"Engine: 2.0L I4 Dohc Di Turbo with Ess; Transmission: 8 Speed Automatic (850re); Quick Order Package 22S Sport S; 3.45 Rear Axle Ratio; 17"" X 7.5"" Tech Silver Aluminum Wheels; Black, Cloth Low Back Bucket Seats; GVWR: 5,400 LBS; Technology Group; Radio: Uconnect 4 with 7"" Display; SiriusXM Satellite Radio; Mopar All Weather Floor Mats; See less; Wheel Type; Apple CarPlay; Android Auto; Climate Control; Backup Camera; Bluetooth; ENGINE: 2.0L I4 DOHC DI TURBO W/ESS; WHEELS: 17"" X 7.5"" TECH SILVER ALUMINUM  (STD); TRANSMISSION: 8-SPEED AUTOMATIC (850RE)  -inc: Anti-Lock 4-Wheel Disc Brakes; TECHNOLOGY GROUP  -inc: Google Android Auto  Cluster 7.0"" TFT Color Display  SiriusXM Satellite Radio  SiriusXM Radio Service  For More Info  Call 800-643-2112  USB Host Flip  Integrated Center Stack Radio  7.0"" Touchscreen Display  Air Conditioning w/Auto Temp Control  Radio: Uconnect 4 w/7"" Display  Apple CarPlay  Air Filtering  GPS Antenna Input; MOPAR ALL-WEATHER FLOOR MATS; See all features",Yes,Mid-range (15K-30K),17.0,23.0,Mid-range,Other,pennsylvania,Unmatched,106.0,1,25.2,0.4897894789889254,131.2
2022,Jeep,2022 Jeep Wrangler Unlimited Sport S,23400,Bright White Clearcoat,Black,48907,Gas,17 city / 23 highway,Automatic Transmission,4Wd,2.0L V-4 Gas V,"Avon Park, Fl",107 days ago,1C4HJXDN8NW270192,DP51407,"Engine: 2.0L I4 Dohc Di Turbo with Ess; Transmission: 8 Speed Automatic (850re); Quick Order Package 22S Sport S; 3.45 Rear Axle Ratio; 17"" X 7.5"" Tech Silver Aluminum Wheels; Tires: 245/75R17 All Season; GVWR: 5,400 LBS; See less; Wheel Type; Apple CarPlay; Android Auto; Remote Engine Start; Backup Camera; Bluetooth; Quick Order Package 22S Sport S; 8 Speakers; AM/FM radio; Radio data system; Radio: Uconnect 4 w/7'' Display; See all features",Yes,Mid-range (15K-30K),17.0,23.0,Mid-range,Other,florida,florida,107.0,1,18.6,0.4345040085496919,125.6
2021,Jeep,2021 Jeep Wrangler Unlimited Sahara High Altitude,23888,Black Clearcoat,Black,67584,Gas,21 city / 24 highway,Automatic Transmission,4Wd,3.6L V-6 Gas V,"Orlando, Fl",109 days ago,1C4HJXEG0MW517252,A0361,8 Speakers; AM/FM radio: SiriusXM; Apple CarPlay; GPS Antenna Input; Radio data system; Radio: Uconnect 4 w/7'' Display; Air Conditioning; Automatic temperature control; Front dual zone A/C; Power steering; Power windows; Remote keyless entry; Steering wheel mounted audio controls; Heavy Duty Suspension w/Gas Shocks; Traction control; 4-Wheel Disc Brakes; ABS brakes; Dual front impact airbags; Dual front side impact airbags; Front anti-roll bar; Integrated roll-over protection; Low tire pressure warning; Occupant sensing airbag; Rear anti-roll bar; Brake assist; Electronic Stability Control; ParkView Rear Back-Up Camera; Delay-off headlights; Front fog lights; Fully automatic headlights; Panic alarm; Security system; Speed control; Aux Battery; Stop-Start Dual Battery System; Heated door mirrors; Non-Lock Fuel Cap w/o Discriminator; Power door mirrors; Apple CarPlay/Android Auto; Compass; Driver door bin; Driver vanity mirror; Front reading lights; Garage door transmitter; Google Android Auto; Illuminated entry; Integrated Voice Command w/Bluetooth; Leather steering wheel; Outside temperature display; Passenger vanity mirror; Rear reading lights; Tachometer; Telescoping steering wheel; Tilt steering wheel; Trip computer; Voltmeter; Cloth Low-Back Bucket Seats; Front Bucket Seats; Split folding rear seat; Front Center Armrest w/Storage; Passenger door bin; Alloy wheels; Wheels: 18'' x 7.5'' Polished w/Gray Spokes; Variably intermittent wipers; 3.45 Rear Axle Ratio; See less,Yes,Mid-range (15K-30K),21.0,24.0,Mid-range,Other,florida,florida,109.0,1,20.1,0.4901256779455143,129.1
2021,Jeep,2021 Jeep Wrangler Unlimited Sahara High Altitude,22888,Baja Yellow Clearcoat,Black,71195,Gas,21 city / 24 highway,Automatic Transmission,4Wd,3.6L V-6 Gas V,"Orlando, Fl",205 days ago,1C4HJXEG0MW525626,A0200,Quick Order Package 25G; 3.45 Rear Axle Ratio; Wheels: 18'' x 7.5'' Polished w/Gray Spokes; Cloth Low-Back Bucket Seats; Heavy Duty Suspension w/Gas Shocks; Radio: Uconnect 4 w/7'' Display; Aux Battery; GPS Antenna Input; Google Android Auto; Apple CarPlay; Stop-Start Dual Battery System; Non-Lock Fuel Cap w/o Discriminator; Integrated Voice Command w/Bluetooth; Apple CarPlay/Android Auto; 4-Wheel Disc Brakes; Air Conditioning; Electronic Stability Control; Front Bucket Seats; ParkView Rear Back-Up Camera; Tachometer; Voltmeter; ABS brakes; Alloy wheels; Automatic temperature control; Brake assist; Delay-off headlights; Driver door bin; Driver vanity mirror; Dual front impact airbags; Dual front side impact airbags; Front anti-roll bar; Front dual zone A/C; Front fog lights; Front reading lights; Fully automatic headlights; Garage door transmitter; Heated door mirrors; Illuminated entry; Integrated roll-over protection; Leather steering wheel; Low tire pressure warning; Occupant sensing airbag; Outside temperature display; Panic alarm; Passenger door bin; Passenger vanity mirror; Power door mirrors; Power steering; Power windows; Radio data system; Rear anti-roll bar; Rear reading lights; Remote keyless entry; Security system; Speed control; Split folding rear seat; Steering wheel mounted audio controls; Telescoping steering wheel; Tilt steering wheel; Traction control; Trip computer; Variably intermittent wipers; Front beverage holders; 8 Speakers; Compass; Front Center Armrest w/Storage; AM/FM radio: SiriusXM; See less,Yes,Mid-range (15K-30K),21.0,24.0,Mid-range,Other,florida,florida,205.0,1,20.1,0.4883373221631075,225.1
2023,Jeep,2023 Jeep Wrangler Unlimited Sahara,23994,Hydro Blue Pearlcoat,Black,36430,Gas,21 city / 24 highway,Automatic Transmission,4Wd,3.6L V-6 Gas V,"Seffner, Fl",76 days ago,1C4HJXEG0PW586687,3412,Wheel Type; Premium Audio; Navigation; Apple CarPlay; Android Auto; Climate Control; Backup Camera; Bluetooth; See less; Navigation System; Quick Order Package 25G Sahara; Body Color 3-Piece Hard Top; 9 Speakers; AM/FM radio: SiriusXM; See all features,Yes,Mid-range (15K-30K),21.0,24.0,Mid-range,Other,florida,florida,76.0,1,18.15,0.4536210440629172,94.15
2021,Jeep,2021 Jeep Wrangler Unlimited Sahara High Altitude,19588,Yellow,Black,99534,Gas,21 city / 24 highway,Automatic Transmission,4Wd,3.6L V-6 Gas V,"Orlando, Fl",71 days ago,1C4HJXEG2MW517267,A0444,8 Speakers; AM/FM radio: SiriusXM; Apple CarPlay; GPS Antenna Input; Radio data system; Radio: Uconnect 4 w/7'' Display; Air Conditioning; Automatic temperature control; Front dual zone A/C; Power steering; Power windows; Remote keyless entry; Steering wheel mounted audio controls; Heavy Duty Suspension w/Gas Shocks; Traction control; 4-Wheel Disc Brakes; ABS brakes; Dual front impact airbags; Dual front side impact airbags; Front anti-roll bar; Integrated roll-over protection; Low tire pressure warning; Occupant sensing airbag; Rear anti-roll bar; Brake assist; Electronic Stability Control; ParkView Rear Back-Up Camera; Delay-off headlights; Front fog lights; Fully automatic headlights; Panic alarm; Security system; Speed control; Aux Battery; Stop-Start Dual Battery System; Heated door mirrors; Non-Lock Fuel Cap w/o Discriminator; Power door mirrors; Apple CarPlay/Android Auto; Compass; Driver door bin; Driver vanity mirror; Front reading lights; Garage door transmitter; Google Android Auto; Illuminated entry; Integrated Voice Command w/Bluetooth; Leather steering wheel; Outside temperature display; Passenger vanity mirror; Rear reading lights; Tachometer; Telescoping steering wheel; Tilt steering wheel; Trip computer; Voltmeter; Cloth Low-Back Bucket Seats; Front Bucket Seats; Split folding rear seat; Front Center Armrest w/Storage; Passenger door bin; Alloy wheels; Wheels: 18'' x 7.5'' Polished w/Gray Spokes; Variably intermittent wipers; 3.45 Rear Axle Ratio; See less,Yes,Mid-range (15K-30K),21.0,24.0,Mid-range,Other,florida,florida,71.0,1,20.1,0.4246034231417076,91.1
